uuid,tipo,subtipo,ciudad,calle,lat,lon,fecha
69807e89-c7cf-46ea-b3a1-049e66796d6a,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.444874,-70.653949,1745326800000
28944205-27df-4254-8a1f-22c0bc45762c,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.44628,-70.662109,1745326800000
597a722b-4a0d-493e-b6b2-31210b7dd7bf,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.444932,-70.654177,1745326800000
0224f67e-f4c6-4f25-a2f8-da03c341f9d1,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.447617,-70.665788,1745326800000
c753c03b-50a5-486e-8590-73d314a03bef,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Santiago,Av. Libertador Bernardo O'Higgins,-33.447054,-70.665139,1739793600000
35d94212-09eb-4850-bb9a-f832e8069f63,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.446883,-70.664472,1745326800000
7e11e0de-2492-48c5-97af-45005dd79627,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.44576,-70.657417,1745326800000
f9d7e492-b397-474b-99f9-f6436e1c637a,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.445925,-70.660699,1745326800000
9b93e52d-0b47-4040-90bb-f55569509e3b,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.447238,-70.665867,1745326800000
dc9d2b2e-b456-448b-ad59-3fc2982f07aa,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Santiago,Av. Libertador Bernardo O'Higgins,-33.445074,-70.654709,1739793600000
7a4474ee-6493-42f6-80fe-00e94b92f28c,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.446914,-70.664589,1745326800000
e53ac6e1-5a18-49e7-ba18-23c437d87c7b,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Santiago,Av. Libertador Bernardo O'Higgins,-33.445985,-70.66094,1739793600000
b3b14979-01e0-4d1c-afaa-19e0154f3002,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Santiago,Av. Libertador Bernardo O'Higgins,-33.446268,-70.662062,1739793600000
26568170-b346-411d-9c51-28b6f8a026d8,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Santiago,Av. Libertador Bernardo O'Higgins,-33.447521,-70.666906,1739793600000
1793fcd4-c4c0-4848-a0bd-66d43e606b7b,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Santiago,Av. Libertador Bernardo O'Higgins,-33.447516,-70.666892,1739793600000
358ac2d7-8275-43cc-be1d-30147d63005c,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.445813,-70.660252,1745326800000
0862f0a3-0916-49eb-81d4-f169a93ec73a,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Santiago,Av. Libertador Bernardo O'Higgins,-33.446894,-70.664512,1739793600000
b6aa00ef-1bff-4e32-95eb-1482722fc22b,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.447172,-70.665609,1745326800000
5f4f140d-91fb-4ac7-b126-fdb859a793a9,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Santiago,Av. Libertador Bernardo O'Higgins,-33.447482,-70.666773,1739793600000
56203d88-6684-496d-a8af-34fc72be355d,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.445611,-70.659366,1745326800000
56dc3163-fcc5-4818-b1bc-9f856c91ab9b,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.447374,-70.666404,1745326800000
9917e68d-a8bf-4659-b8ca-0bc8500bec7c,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Santiago,Av. Libertador Bernardo O'Higgins,-33.445903,-70.657977,1739793600000
d4559feb-625a-4402-9c47-dc66d187fed4,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.445895,-70.660582,1745326800000
57de3f74-2e77-4dad-9bcc-bc85d96e8273,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Santiago,Av. Libertador Bernardo O'Higgins,-33.44627,-70.65957,1745326800000
